#,Name,G,T%,MSh,7M,FG,A,B,St,2Min,TF,RC,Partido,Jornada,Fecha,Temporada,Link,S,S%,GKGA,S 7M,S% 7M,S FSh,S% FG
24,Marcel Schiller,5,62.0,0.0,2.0,3.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
28,Franko Lastro,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
29,Nils Röller,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
41,Till Hermann,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
44,Kresimir Kozina,3,50.0,0.0,0.0,3.0,1,0.0,0.0,0,2.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
66,Jaka Malus,3,75.0,0.0,0.0,3.0,1,0.0,0.0,0,1.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
77,David Schmidt,2,50.0,0.0,0.0,2.0,1,0.0,1.0,1,2.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
12,Julian Buchele,0,,,,,0,,,0,,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,0.0,0.0,4.0,0.0,0.0,0.0,0.0
16,Marin Sego,0,,,,,0,,,0,,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,13.0,36.0,23.0,0.0,0.0,13.0,43.0
3,Mathias Mark Pedersen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
5,Rasmus Meyer Ejlersen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
8,Erik Schmidt,1,100.0,0.0,0.0,1.0,0,1.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
9,Ole Klimpke,1,100.0,0.0,0.0,1.0,1,0.0,0.0,0,4.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
14,Vladimir Vranjes,1,50.0,0.0,0.0,1.0,1,0.0,0.0,1,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
18,Lukas Becher,3,100.0,0.0,1.0,2.0,0,0.0,0.0,0,1.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
23,Magnus Fredriksen,1,33.0,0.0,0.0,1.0,2,0.0,0.0,0,1.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
28,Wagner Hendrik,1,25.0,2.0,0.0,1.0,2,0.0,0.0,2,1.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
33,Emil Mellegard,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
42,Nemanja Zelenovic,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
44,Lenny Rubin,7,78.0,0.0,0.0,7.0,0,1.0,0.0,0,3.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
46,Julian Fuchs,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
75,Domen Novak,11,85.0,1.0,7.0,4.0,0,0.0,3.0,0,3.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
77,Stefan Cavor,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,,,,,,,
11,Till Klimpke,0,,,,,0,,,0,,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,14.0,35.0,26.0,0.0,0.0,14.0,37.0
16,Leonard Grazioli,0,,,,,0,,,0,,0,FRISCH AUF! Göppingen vs HSG Wetzlar,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2148f35-3961-11ef-a4e3-2d4c63b0970e,1.0,25.0,3.0,0.0,0.0,1.0,25.0
2,Lukas Hutecek,1,33.0,1.0,0.0,1.0,3,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
3,Nicolai Theilinger,1,100.0,0.0,0.0,1.0,3,0.0,1.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
4,Samuel Zehnder,9,90.0,0.0,6.0,3.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
5,Jan Brosch,2,50.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
7,Ben Conner Battermann,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
10,Emil Buhl Lærke,5,50.0,2.0,0.0,5.0,3,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
14,Bobby Schagen,3,100.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
21,Leve Carstensen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
23,Tim Suton,3,60.0,1.0,0.0,3.0,0,0.0,1.0,1,3.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
24,Lukas Zerbe,2,50.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
25,Niels Gerardus Versteijnen,2,67.0,1.0,0.0,2.0,1,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
40,Ralfs Geislers,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
41,Fynn Jarik Hasenkamp,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
48,Leos Petrovsky,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
20,Finn Zecher,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,5.0,50.0,5.0,0.0,0.0,5.0,50.0
99,Urh Kastelic,0,,,,,1,,,0,,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,6.0,26.0,17.0,0.0,0.0,6.0,26.0
2,Branko Vujovic,4,50.0,1.0,0.0,4.0,1,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
4,Adam Nyfjäll,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
19,Marius Steinhauser,4,57.0,2.0,0.0,4.0,1,0.0,0.0,1,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
22,Marian Michalczik,0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
23,Uladzislau Kulesh,4,67.0,1.0,0.0,4.0,1,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
25,Tilen Strmljan,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
26,Jonathan Edvardsson,2,67.0,0.0,0.0,2.0,0,0.0,1.0,0,2.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
28,Maximilian Gerbl,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
31,Leonard Zink,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
42,Martin Hanne,4,67.0,0.0,0.0,4.0,1,0.0,0.0,0,2.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
44,Ilija Brozovic,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
54,Justus Fischer,4,67.0,1.0,0.0,4.0,0,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
56,Hannes Feise,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
74,Vincent Büchner,1,33.0,1.0,0.0,1.0,0,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,,,,,,,
21,Dario Quenstedt,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,9.0,25.0,27.0,0.0,0.0,9.0,29.0
27,Lasse Andresen,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs TSV Hannover-Burgdorf,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a2390aae-3961-11ef-b5e8-2d4c63b0970e,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,Niclas Kirkeløkke,3,30.0,2.0,0.0,3.0,3,1.0,1.0,0,2.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
8,Magnus Grupe,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
9,Steven Plucnar Jacobsen,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
10,Juri Knorr,4,50.0,1.0,0.0,4.0,2,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
15,David Móré,3,50.0,0.0,0.0,3.0,0,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
19,Philipp Ahouansou,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
20,Andreas Holst Jensen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
24,Patrick Groetzki,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
25,Olle Forsell Schefvert,2,40.0,0.0,0.0,2.0,1,1.0,0.0,1,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
27,Tobias Reichmann,5,56.0,0.0,3.0,2.0,0,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
42,Jon Lindenchrone Andersen,3,60.0,0.0,0.0,3.0,0,0.0,1.0,0,2.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
50,Lion Zacharias,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
80,Jannik Kohlbacher,3,50.0,0.0,0.0,3.0,1,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
1,Mikael Appelgren,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,9.0,30.0,21.0,1.0,33.0,8.0,30.0
29,David Späth,0,,,,,1,,,0,,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,1.0,14.0,6.0,0.0,0.0,1.0,14.0
35,Joel Birlehm,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Julius Kühn,1,33.0,0.0,0.0,1.0,2,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
6,Erik Balenciaga,2,100.0,0.0,0.0,2.0,2,0.0,1.0,0,2.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
7,David Mandic,2,67.0,0.0,0.0,2.0,0,1.0,0.0,1,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
8,Adrian Sipos,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
10,Dainis Kristopans,7,64.0,2.0,0.0,7.0,5,2.0,0.0,0,3.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
11,Dimitri Ignatow,2,50.0,0.0,0.0,2.0,0,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
18,Florian Drosten,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
19,Elvar Örn Jonsson,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
21,Arnar Freyr Arnarsson,4,80.0,1.0,0.0,4.0,0,1.0,0.0,1,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
27,Sindre Aho,3,75.0,0.0,0.0,3.0,1,0.0,0.0,2,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
55,Ivan Martinovic,4,50.0,1.0,1.0,3.0,0,1.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
73,Timo Kastening,1,50.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
94,Domagoj Pavlovic,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,,,,,,,
1,Adam Morawski,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,20.0,49.0,21.0,2.0,50.0,18.0,49.0
16,Nebojsa Simic,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs MT Melsungen,29,"Apr 18, 2024",2023_24,https://www.daikin-hbl.de/en/match/a26ef356-3961-11ef-ba2c-2d4c63b0970e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Niclas Kirkeløkke,3,75.0,0.0,0.0,3.0,5,0.0,0.0,0,4.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
9,Steven Plucnar Jacobsen,0,0.0,0.0,0.0,0.0,2,1.0,0.0,1,1.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
10,Juri Knorr,10,77.0,1.0,1.0,9.0,2,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
15,David Móré,4,80.0,0.0,0.0,4.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
19,Philipp Ahouansou,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
20,Andreas Holst Jensen,2,50.0,0.0,0.0,2.0,1,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
24,Patrick Groetzki,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
25,Olle Forsell Schefvert,2,100.0,0.0,0.0,2.0,1,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs Bergischer HC,20,"Apr 12, 2024",2023_24,https://www.daikin-hbl.de/en/match/9c431bde-3961-11ef-82af-2d4c63b0970e,,,,,,,
