Fecha,Equipo local,Equipo visitante,Equipo,Tipo,Link,jugadores_#,jugadores_G,jugadores_T%,jugadores_MSh,jugadores_7M,jugadores_FG,jugadores_A,jugadores_B,jugadores_St,jugadores_2Min,jugadores_TF,jugadores_RC,porteros_#,porteros_S,porteros_S%,porteros_GKGA,porteros_S 7M,porteros_S% 7M,porteros_S FSh,porteros_S% FG,porteros_G,porteros_A,porteros_2Min,porteros_RC,id_partido,goles_local,goles_visitante,victoria_local
2023-02-09,VfL Gummersbach,TBV Lemgo Lippe,VfL Gummersbach,local,https://www.daikin-hbl.de/en/match/43457e09-3961-11ef-8e89-1fafd93a56d6,291.0,28.0,544.0,8.0,2.0,25.0,12.0,2.0,1.0,0.0,11.0,0.0,28.0,12.0,57.0,29.0,1.0,100.0,11.0,57.0,0.0,0.0,0.0,0.0,161,28.0,29.0,0.0
2023-02-09,GWD Minden,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/429e1d26-3961-11ef-aed2-1fafd93a56d6,342.0,40.0,973.0,14.0,3.0,37.0,26.0,2.0,3.0,3.0,7.0,0.0,65.0,22.0,73.0,29.0,1.0,50.0,21.0,68.0,0.0,0.0,0.0,0.0,162,29.0,40.0,
2023-02-09,GWD Minden,Rhein-Neckar Löwen,GWD Minden,local,https://www.daikin-hbl.de/en/match/429e1d26-3961-11ef-aed2-1fafd93a56d6,422.0,29.0,590.0,27.0,1.0,28.0,11.0,1.0,3.0,5.0,5.0,0.0,56.0,11.0,23.0,37.0,1.0,25.0,10.0,23.0,0.0,2.0,0.0,0.0,162,29.0,40.0,0.0
2023-02-09,FRISCH AUF! Göppingen,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/42677cd1-3961-11ef-82bc-1fafd93a56d6,403.0,25.0,604.0,6.0,2.0,23.0,11.0,4.0,5.0,6.0,17.0,0.0,38.0,8.0,46.0,28.0,0.0,0.0,8.0,50.0,0.0,0.0,0.0,0.0,163,30.0,25.0,
2023-02-09,FRISCH AUF! Göppingen,HC Erlangen,FRISCH AUF! Göppingen,local,https://www.daikin-hbl.de/en/match/42677cd1-3961-11ef-82bc-1fafd93a56d6,382.0,30.0,730.0,2.0,3.0,27.0,7.0,4.0,0.0,4.0,7.0,1.0,29.0,10.0,49.0,25.0,1.0,50.0,9.0,48.0,1.0,0.0,0.0,0.0,163,30.0,25.0,1.0
2023-02-09,HSG Wetzlar,TSV Hannover-Burgdorf,TSV Hannover-Burgdorf,visitante,https://www.daikin-hbl.de/en/match/42452585-3961-11ef-a864-1fafd93a56d6,404.0,31.0,642.0,4.0,1.0,30.0,21.0,2.0,1.0,5.0,9.0,0.0,22.0,13.0,36.0,24.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,164,24.0,31.0,
2023-02-09,HSG Wetzlar,TSV Hannover-Burgdorf,HSG Wetzlar,local,https://www.daikin-hbl.de/en/match/42452585-3961-11ef-a864-1fafd93a56d6,403.0,24.0,408.0,9.0,3.0,21.0,4.0,1.0,1.0,2.0,11.0,0.0,23.0,11.0,58.0,31.0,2.0,67.0,9.0,54.0,0.0,0.0,0.0,0.0,164,24.0,31.0,0.0
2023-02-12,TVB Stuttgart,SG Flensburg-Handewitt,TVB Stuttgart,local,https://www.daikin-hbl.de/en/match/427afa2b-3961-11ef-abe4-1fafd93a56d6,279.0,30.0,535.0,2.0,1.0,28.0,14.0,3.0,1.0,3.0,6.0,0.0,28.0,13.0,30.0,31.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,0.0,165,30.0,31.0,0.0
2023-02-12,TVB Stuttgart,SG Flensburg-Handewitt,SG Flensburg-Handewitt,visitante,https://www.daikin-hbl.de/en/match/427afa2b-3961-11ef-abe4-1fafd93a56d6,375.0,31.0,523.0,4.0,2.0,29.0,11.0,2.0,2.0,1.0,6.0,0.0,21.0,14.0,65.0,30.0,0.0,0.0,14.0,70.0,1.0,0.0,0.0,0.0,165,30.0,31.0,
2023-02-12,Bergischer HC,MT Melsungen,Bergischer HC,local,https://www.daikin-hbl.de/en/match/428dfbf2-3961-11ef-aac4-1fafd93a56d6,219.0,27.0,459.0,4.0,1.0,26.0,8.0,2.0,0.0,2.0,11.0,0.0,13.0,10.0,52.0,27.0,2.0,58.0,8.0,51.0,0.0,0.0,0.0,0.0,166,27.0,32.0,0.0
2023-02-12,ASV Hamm-Westfalen,Füchse Berlin,Füchse Berlin,visitante,https://www.daikin-hbl.de/en/match/42ae39de-3961-11ef-8784-1fafd93a56d6,434.0,32.0,652.0,2.0,1.0,31.0,14.0,3.0,2.0,3.0,9.0,0.0,183.0,7.0,34.0,28.0,1.0,100.0,6.0,32.0,0.0,0.0,0.0,0.0,167,29.0,34.0,
2023-02-12,ASV Hamm-Westfalen,Füchse Berlin,ASV Hamm-Westfalen,local,https://www.daikin-hbl.de/en/match/42ae39de-3961-11ef-8784-1fafd93a56d6,544.0,29.0,625.0,3.0,1.0,28.0,13.0,2.0,2.0,6.0,14.0,1.0,22.0,12.0,57.0,30.0,0.0,0.0,12.0,59.0,0.0,0.0,0.0,0.0,167,29.0,34.0,0.0
2023-02-12,TBV Lemgo Lippe,SC Magdeburg,TBV Lemgo Lippe,local,https://www.daikin-hbl.de/en/match/42561e37-3961-11ef-9347-1fafd93a56d6,219.0,28.0,480.0,9.0,3.0,25.0,12.0,0.0,2.0,2.0,11.0,0.0,119.0,4.0,20.0,33.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,168,28.0,17.0,1.0
2023-02-12,TBV Lemgo Lippe,SC Magdeburg,SC Magdeburg,visitante,https://www.daikin-hbl.de/en/match/42561e37-3961-11ef-9347-1fafd93a56d6,271.0,34.0,694.0,4.0,3.0,31.0,10.0,2.0,0.0,5.0,9.0,0.0,96.0,9.0,25.0,27.0,0.0,0.0,9.0,27.0,0.0,0.0,0.0,0.0,168,28.0,17.0,
2023-02-12,Bergischer HC,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/428dfbf2-3961-11ef-aac4-1fafd93a56d6,277.0,17.0,473.0,3.0,5.0,12.0,4.0,2.0,0.0,2.0,9.0,0.0,17.0,10.0,54.0,27.0,0.0,0.0,10.0,56.0,0.0,0.0,0.0,0.0,166,27.0,32.0,
2023-02-16,MT Melsungen,SC DHfK Leipzig,SC DHfK Leipzig,visitante,https://www.daikin-hbl.de/en/match/43284b62-3961-11ef-9010-1fafd93a56d6,304.0,29.0,469.0,5.0,1.0,28.0,9.0,2.0,3.0,3.0,15.0,0.0,108.0,15.0,70.0,28.0,1.0,33.0,14.0,77.0,0.0,0.0,0.0,0.0,169,26.0,29.0,
2023-02-16,MT Melsungen,SC DHfK Leipzig,MT Melsungen,local,https://www.daikin-hbl.de/en/match/43284b62-3961-11ef-9010-1fafd93a56d6,311.0,26.0,538.0,4.0,5.0,21.0,14.0,0.0,2.0,3.0,8.0,0.0,17.0,12.0,33.0,24.0,0.0,0.0,12.0,34.0,0.0,0.0,0.0,0.0,169,26.0,29.0,0.0
2023-02-18,Füchse Berlin,HSG Wetzlar,HSG Wetzlar,visitante,https://www.daikin-hbl.de/en/match/43199aea-3961-11ef-a706-1fafd93a56d6,392.0,23.0,608.0,15.0,1.0,22.0,13.0,3.0,3.0,8.0,10.0,0.0,23.0,8.0,45.0,27.0,1.0,25.0,7.0,48.0,0.0,0.0,0.0,0.0,170,29.0,23.0,
2023-02-18,Füchse Berlin,HSG Wetzlar,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/43199aea-3961-11ef-a706-1fafd93a56d6,489.0,29.0,627.0,12.0,6.0,23.0,7.0,0.0,0.0,3.0,11.0,0.0,183.0,12.0,33.0,24.0,0.0,0.0,12.0,34.0,0.0,0.0,0.0,0.0,170,29.0,23.0,1.0
2023-02-18,THW Kiel,ASV Hamm-Westfalen,ASV Hamm-Westfalen,visitante,https://www.daikin-hbl.de/en/match/42cdf0dc-3961-11ef-80dc-1fafd93a56d6,570.0,29.0,707.0,8.0,2.0,27.0,11.0,1.0,0.0,2.0,14.0,0.0,22.0,11.0,39.0,39.0,0.0,0.0,11.0,40.0,0.0,0.0,0.0,0.0,171,40.0,29.0,
2023-02-18,THW Kiel,ASV Hamm-Westfalen,THW Kiel,local,https://www.daikin-hbl.de/en/match/42cdf0dc-3961-11ef-80dc-1fafd93a56d6,265.0,40.0,865.0,7.0,2.0,38.0,19.0,1.0,2.0,3.0,7.0,0.0,17.0,13.0,31.0,29.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,171,40.0,29.0,1.0
2023-02-19,SG Flensburg-Handewitt,Bergischer HC,SG Flensburg-Handewitt,local,https://www.daikin-hbl.de/en/match/42dd5efd-3961-11ef-b1c0-1fafd93a56d6,407.0,30.0,646.0,15.0,1.0,29.0,10.0,4.0,3.0,3.0,14.0,0.0,21.0,19.0,53.0,17.0,0.0,0.0,19.0,53.0,0.0,1.0,0.0,0.0,172,30.0,15.0,1.0
2023-02-19,SG Flensburg-Handewitt,Bergischer HC,Bergischer HC,visitante,https://www.daikin-hbl.de/en/match/42dd5efd-3961-11ef-b1c0-1fafd93a56d6,212.0,15.0,363.0,30.0,0.0,15.0,9.0,2.0,1.0,3.0,14.0,0.0,28.0,11.0,53.0,30.0,1.0,50.0,10.0,50.0,0.0,0.0,0.0,0.0,172,30.0,15.0,
2023-02-19,SC Magdeburg,Handball Sport Verein Hamburg,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/42ec3efb-3961-11ef-a34c-1fafd93a56d6,271.0,32.0,452.0,3.0,5.0,27.0,7.0,2.0,0.0,0.0,12.0,0.0,81.0,15.0,36.0,28.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,0.0,173,32.0,27.0,1.0
2023-02-19,TSV Hannover-Burgdorf,FRISCH AUF! Göppingen,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/42fa9da8-3961-11ef-908b-1fafd93a56d6,396.0,28.0,693.0,8.0,5.0,23.0,8.0,0.0,5.0,2.0,13.0,0.0,22.0,10.0,51.0,24.0,0.0,0.0,10.0,61.0,0.0,2.0,1.0,0.0,174,28.0,24.0,1.0
2023-02-19,Rhein-Neckar Löwen,TVB Stuttgart,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/430aa213-3961-11ef-89ed-1fafd93a56d6,352.0,40.0,812.0,2.0,6.0,34.0,16.0,2.0,2.0,4.0,17.0,0.0,30.0,16.0,38.0,26.0,0.0,0.0,16.0,41.0,1.0,0.0,0.0,0.0,175,40.0,28.0,1.0
2023-02-19,Rhein-Neckar Löwen,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/430aa213-3961-11ef-89ed-1fafd93a56d6,285.0,27.0,547.0,10.0,2.0,24.0,10.0,1.0,3.0,2.0,13.0,0.0,28.0,6.0,26.0,39.0,1.0,33.0,5.0,26.0,0.0,2.0,0.0,0.0,175,40.0,28.0,
2023-02-19,TSV Hannover-Burgdorf,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/42fa9da8-3961-11ef-908b-1fafd93a56d6,382.0,24.0,688.0,4.0,5.0,19.0,7.0,0.0,0.0,2.0,11.0,1.0,28.0,4.0,17.0,28.0,0.0,0.0,4.0,19.0,0.0,1.0,0.0,0.0,174,28.0,24.0,
2023-02-19,SC Magdeburg,Handball Sport Verein Hamburg,Handball Sport Verein Hamburg,visitante,https://www.daikin-hbl.de/en/match/42ec3efb-3961-11ef-a34c-1fafd93a56d6,290.0,28.0,598.0,1.0,2.0,26.0,14.0,0.0,3.0,2.0,15.0,0.0,17.0,7.0,18.0,32.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,173,32.0,27.0,
2023-02-23,Handball Sport Verein Hamburg,TSV Hannover-Burgdorf,TSV Hannover-Burgdorf,visitante,https://www.daikin-hbl.de/en/match/43cdba6e-3961-11ef-8e81-1fafd93a56d6,386.0,26.0,538.0,6.0,0.0,26.0,10.0,3.0,0.0,5.0,6.0,0.0,22.0,9.0,38.0,30.0,0.0,0.0,9.0,41.0,0.0,0.0,0.0,0.0,176,32.0,26.0,
2023-02-23,Handball Sport Verein Hamburg,TSV Hannover-Burgdorf,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/43cdba6e-3961-11ef-8e81-1fafd93a56d6,303.0,32.0,616.0,3.0,3.0,29.0,15.0,1.0,1.0,7.0,4.0,0.0,29.0,11.0,38.0,26.0,1.0,100.0,10.0,36.0,0.0,0.0,0.0,0.0,176,32.0,26.0,1.0
2023-02-23,ASV Hamm-Westfalen,VfL Gummersbach,VfL Gummersbach,visitante,https://www.daikin-hbl.de/en/match/43bdd83a-3961-11ef-abc4-1fafd93a56d6,293.0,21.0,509.0,3.0,4.0,17.0,8.0,2.0,2.0,4.0,14.0,0.0,28.0,12.0,35.0,22.0,1.0,50.0,11.0,34.0,0.0,1.0,0.0,0.0,177,22.0,21.0,
2023-02-23,ASV Hamm-Westfalen,VfL Gummersbach,ASV Hamm-Westfalen,local,https://www.daikin-hbl.de/en/match/43bdd83a-3961-11ef-abc4-1fafd93a56d6,561.0,22.0,455.0,8.0,1.0,21.0,5.0,2.0,3.0,3.0,13.0,0.0,22.0,14.0,75.0,20.0,1.0,33.0,13.0,78.0,0.0,0.0,0.0,0.0,177,22.0,21.0,1.0
2023-02-23,HSG Wetzlar,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/43712680-3961-11ef-b0ed-1fafd93a56d6,398.0,35.0,674.0,4.0,2.0,33.0,13.0,0.0,2.0,7.0,11.0,0.0,38.0,16.0,39.0,26.0,0.0,0.0,16.0,42.0,0.0,0.0,0.0,0.0,178,28.0,35.0,
2023-02-23,HSG Wetzlar,HC Erlangen,HSG Wetzlar,local,https://www.daikin-hbl.de/en/match/43712680-3961-11ef-b0ed-1fafd93a56d6,346.0,28.0,621.0,4.0,4.0,24.0,7.0,1.0,4.0,8.0,14.0,0.0,23.0,8.0,21.0,30.0,0.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,178,28.0,35.0,0.0
2023-02-25,FRISCH AUF! Göppingen,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/4390002b-3961-11ef-ac47-1fafd93a56d6,344.0,27.0,540.0,2.0,4.0,23.0,9.0,4.0,2.0,2.0,17.0,0.0,65.0,16.0,93.0,24.0,1.0,100.0,15.0,90.0,0.0,0.0,0.0,0.0,179,25.0,27.0,
2023-02-25,FRISCH AUF! Göppingen,Rhein-Neckar Löwen,FRISCH AUF! Göppingen,local,https://www.daikin-hbl.de/en/match/4390002b-3961-11ef-ac47-1fafd93a56d6,377.0,25.0,385.0,9.0,1.0,24.0,7.0,0.0,4.0,1.0,13.0,0.0,28.0,13.0,82.0,27.0,1.0,50.0,12.0,34.0,0.0,0.0,0.0,0.0,179,25.0,27.0,0.0
2023-02-26,SC DHfK Leipzig,SC Magdeburg,SC DHfK Leipzig,local,https://www.daikin-hbl.de/en/match/4362fbfb-3961-11ef-a5dc-1fafd93a56d6,314.0,33.0,585.0,20.0,6.0,27.0,13.0,1.0,6.0,6.0,9.0,0.0,108.0,6.0,20.0,31.0,1.0,25.0,5.0,19.0,0.0,1.0,0.0,0.0,180,33.0,32.0,1.0
2023-02-26,SC DHfK Leipzig,SC Magdeburg,SC Magdeburg,visitante,https://www.daikin-hbl.de/en/match/4362fbfb-3961-11ef-a5dc-1fafd93a56d6,271.0,32.0,748.0,13.0,6.0,26.0,12.0,2.0,1.0,2.0,12.0,0.0,81.0,11.0,52.0,31.0,0.0,0.0,11.0,61.0,0.0,0.0,0.0,0.0,180,33.0,32.0,
2023-02-26,TBV Lemgo Lippe,THW Kiel,TBV Lemgo Lippe,local,https://www.daikin-hbl.de/en/match/4380b2de-3961-11ef-8f98-1fafd93a56d6,257.0,22.0,468.0,3.0,2.0,19.0,13.0,3.0,2.0,3.0,18.0,1.0,119.0,8.0,40.0,28.0,0.0,0.0,8.0,46.0,0.0,0.0,0.0,0.0,181,22.0,22.0,
2023-02-26,Füchse Berlin,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/4354ba31-3961-11ef-b41e-1fafd93a56d6,312.0,22.0,453.0,3.0,3.0,19.0,6.0,1.0,1.0,4.0,10.0,0.0,17.0,11.0,26.0,32.0,1.0,50.0,10.0,24.0,0.0,0.0,0.0,0.0,182,35.0,28.0,
2023-02-26,Bergischer HC,TVB Stuttgart,Bergischer HC,local,https://www.daikin-hbl.de/en/match/43a0c956-3961-11ef-97af-1fafd93a56d6,220.0,24.0,519.0,6.0,1.0,23.0,9.0,2.0,2.0,5.0,12.0,0.0,13.0,8.0,46.0,22.0,0.0,0.0,8.0,65.0,1.0,0.0,0.0,0.0,183,24.0,25.0,0.0
2023-02-26,Bergischer HC,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/43a0c956-3961-11ef-97af-1fafd93a56d6,285.0,25.0,593.0,7.0,5.0,20.0,9.0,2.0,1.0,5.0,12.0,0.0,28.0,11.0,52.0,23.0,0.0,0.0,11.0,54.0,1.0,1.0,0.0,0.0,183,24.0,25.0,
2023-02-26,Füchse Berlin,MT Melsungen,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/4354ba31-3961-11ef-b41e-1fafd93a56d6,489.0,35.0,626.0,2.0,1.0,34.0,19.0,1.0,1.0,4.0,7.0,0.0,183.0,10.0,67.0,24.0,1.0,50.0,9.0,68.0,0.0,0.0,0.0,0.0,182,35.0,28.0,1.0
2023-02-26,TBV Lemgo Lippe,THW Kiel,THW Kiel,visitante,https://www.daikin-hbl.de/en/match/4380b2de-3961-11ef-8f98-1fafd93a56d6,283.0,28.0,546.0,8.0,3.0,24.0,8.0,4.0,1.0,3.0,9.0,0.0,17.0,11.0,34.0,21.0,2.0,50.0,9.0,33.0,0.0,0.0,0.0,0.0,181,22.0,22.0,
2023-03-02,Rhein-Neckar Löwen,HSG Wetzlar,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/441c5c88-3961-11ef-91f2-1fafd93a56d6,344.0,34.0,781.0,3.0,4.0,30.0,18.0,3.0,4.0,5.0,15.0,0.0,65.0,13.0,76.0,23.0,1.0,33.0,12.0,75.0,0.0,0.0,0.0,0.0,184,34.0,24.0,1.0
2023-03-02,TVB Stuttgart,FRISCH AUF! Göppingen,TVB Stuttgart,local,https://www.daikin-hbl.de/en/match/442b182e-3961-11ef-ac99-1fafd93a56d6,270.0,24.0,579.0,1.0,5.0,19.0,6.0,2.0,0.0,1.0,7.0,0.0,28.0,16.0,59.0,24.0,3.0,75.0,13.0,56.0,0.0,1.0,0.0,0.0,185,24.0,24.0,
2023-03-02,TVB Stuttgart,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/442b182e-3961-11ef-ac99-1fafd93a56d6,389.0,24.0,582.0,2.0,2.0,22.0,4.0,3.0,1.0,7.0,6.0,0.0,28.0,14.0,80.0,23.0,2.0,58.0,12.0,86.0,0.0,0.0,0.0,0.0,185,24.0,24.0,
2023-03-02,Rhein-Neckar Löwen,HSG Wetzlar,HSG Wetzlar,visitante,https://www.daikin-hbl.de/en/match/441c5c88-3961-11ef-91f2-1fafd93a56d6,365.0,24.0,725.0,7.0,2.0,22.0,4.0,0.0,1.0,3.0,13.0,0.0,23.0,12.0,27.0,33.0,0.0,0.0,12.0,29.0,0.0,0.0,0.0,0.0,184,34.0,24.0,
2023-03-02,Bergischer HC,GWD Minden,GWD Minden,visitante,https://www.daikin-hbl.de/en/match/4439a947-3961-11ef-9ef2-1fafd93a56d6,417.0,32.0,600.0,7.0,4.0,28.0,9.0,1.0,0.0,8.0,11.0,1.0,56.0,8.0,21.0,31.0,1.0,20.0,7.0,21.0,0.0,0.0,0.0,0.0,186,33.0,16.0,
2023-03-02,VfL Gummersbach,MT Melsungen,VfL Gummersbach,local,https://www.daikin-hbl.de/en/match/445d032f-3961-11ef-b14f-1fafd93a56d6,293.0,31.0,684.0,19.0,1.0,30.0,13.0,4.0,1.0,3.0,10.0,0.0,28.0,13.0,69.0,23.0,1.0,33.0,12.0,39.0,0.0,0.0,0.0,0.0,187,31.0,32.0,0.0
2023-03-02,VfL Gummersbach,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/445d032f-3961-11ef-b14f-1fafd93a56d6,337.0,16.0,443.0,16.0,4.0,12.0,8.0,1.0,0.0,3.0,9.0,1.0,17.0,11.0,66.0,26.0,0.0,0.0,11.0,66.0,0.0,0.0,0.0,0.0,187,31.0,32.0,
2023-03-02,Bergischer HC,GWD Minden,Bergischer HC,local,https://www.daikin-hbl.de/en/match/4439a947-3961-11ef-9ef2-1fafd93a56d6,206.0,33.0,578.0,4.0,5.0,28.0,11.0,2.0,0.0,2.0,13.0,0.0,13.0,12.0,60.0,31.0,0.0,0.0,12.0,79.0,0.0,0.0,0.0,0.0,186,33.0,16.0,1.0
2023-03-05,THW Kiel,SC DHfK Leipzig,THW Kiel,local,https://www.daikin-hbl.de/en/match/43dc948c-3961-11ef-bbf4-1fafd93a56d6,270.0,31.0,531.0,6.0,4.0,27.0,9.0,0.0,3.0,4.0,12.0,0.0,17.0,10.0,24.0,32.0,0.0,0.0,10.0,26.0,0.0,1.0,0.0,0.0,188,31.0,34.0,0.0
2023-03-05,THW Kiel,SC DHfK Leipzig,SC DHfK Leipzig,visitante,https://www.daikin-hbl.de/en/match/43dc948c-3961-11ef-bbf4-1fafd93a56d6,359.0,34.0,633.0,2.0,3.0,31.0,17.0,2.0,1.0,2.0,11.0,0.0,108.0,16.0,67.0,31.0,2.0,50.0,14.0,36.0,0.0,0.0,0.0,0.0,188,31.0,34.0,
2023-03-05,SG Flensburg-Handewitt,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,local,https://www.daikin-hbl.de/en/match/43eb25e1-3961-11ef-9b26-1fafd93a56d6,426.0,34.0,480.0,4.0,1.0,33.0,15.0,5.0,0.0,1.0,7.0,0.0,18.0,9.0,22.0,31.0,0.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,189,34.0,32.0,1.0
2023-03-05,SG Flensburg-Handewitt,Handball Sport Verein Hamburg,Handball Sport Verein Hamburg,visitante,https://www.daikin-hbl.de/en/match/43eb25e1-3961-11ef-9b26-1fafd93a56d6,294.0,32.0,749.0,5.0,5.0,27.0,10.0,0.0,1.0,3.0,8.0,1.0,13.0,8.0,20.0,33.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,189,34.0,32.0,
2023-03-05,TSV Hannover-Burgdorf,ASV Hamm-Westfalen,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/440e1b22-3961-11ef-afcc-1fafd93a56d6,361.0,30.0,742.0,2.0,6.0,24.0,11.0,5.0,3.0,2.0,13.0,0.0,22.0,10.0,52.0,26.0,0.0,0.0,10.0,61.0,0.0,0.0,0.0,0.0,190,30.0,26.0,1.0
2023-03-05,TSV Hannover-Burgdorf,ASV Hamm-Westfalen,ASV Hamm-Westfalen,visitante,https://www.daikin-hbl.de/en/match/440e1b22-3961-11ef-afcc-1fafd93a56d6,570.0,26.0,609.0,6.0,4.0,22.0,7.0,0.0,2.0,4.0,9.0,0.0,22.0,12.0,56.0,27.0,1.0,25.0,11.0,34.0,0.0,0.0,0.0,0.0,190,30.0,26.0,
2023-03-05,HC Erlangen,TBV Lemgo Lippe,HC Erlangen,local,https://www.daikin-hbl.de/en/match/444bed5d-3961-11ef-8f54-1fafd93a56d6,390.0,31.0,590.0,1.0,3.0,28.0,10.0,4.0,1.0,4.0,9.0,0.0,38.0,15.0,65.0,31.0,0.0,0.0,15.0,68.0,0.0,0.0,0.0,0.0,191,31.0,31.0,
2023-03-05,HC Erlangen,TBV Lemgo Lippe,TBV Lemgo Lippe,visitante,https://www.daikin-hbl.de/en/match/444bed5d-3961-11ef-8f54-1fafd93a56d6,264.0,31.0,769.0,1.0,2.0,29.0,16.0,2.0,2.0,1.0,10.0,0.0,119.0,13.0,56.0,31.0,1.0,50.0,12.0,49.0,0.0,1.0,0.0,0.0,191,31.0,31.0,
2023-03-05,SC Magdeburg,Füchse Berlin,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/43fe3d44-3961-11ef-8428-1fafd93a56d6,271.0,34.0,643.0,2.0,4.0,30.0,14.0,0.0,4.0,5.0,15.0,0.0,81.0,12.0,46.0,29.0,1.0,33.0,11.0,32.0,0.0,0.0,0.0,0.0,192,34.0,29.0,1.0
2023-03-05,SC Magdeburg,Füchse Berlin,Füchse Berlin,visitante,https://www.daikin-hbl.de/en/match/43fe3d44-3961-11ef-8428-1fafd93a56d6,478.0,29.0,504.0,2.0,2.0,27.0,12.0,1.0,0.0,3.0,12.0,0.0,183.0,6.0,17.0,34.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,192,34.0,29.0,
2023-03-16,TSV Hannover-Burgdorf,SC Magdeburg,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/3e7dbef4-3961-11ef-8e35-1fafd93a56d6,372.0,34.0,698.0,6.0,4.0,30.0,18.0,1.0,3.0,2.0,14.0,0.0,22.0,11.0,50.0,31.0,0.0,0.0,11.0,59.0,0.0,0.0,0.0,0.0,193,34.0,31.0,1.0
2023-03-16,TSV Hannover-Burgdorf,SC Magdeburg,SC Magdeburg,visitante,https://www.daikin-hbl.de/en/match/3e7dbef4-3961-11ef-8e35-1fafd93a56d6,271.0,31.0,548.0,5.0,7.0,24.0,6.0,0.0,3.0,4.0,15.0,0.0,81.0,6.0,30.0,34.0,2.0,75.0,4.0,22.0,0.0,0.0,0.0,0.0,193,34.0,31.0,
2023-03-16,Füchse Berlin,VfL Gummersbach,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/447383f4-3961-11ef-bbb2-1fafd93a56d6,489.0,38.0,969.0,4.0,5.0,33.0,10.0,4.0,2.0,4.0,15.0,0.0,183.0,16.0,69.0,33.0,0.0,0.0,16.0,69.0,0.0,1.0,0.0,0.0,194,38.0,29.0,1.0
2023-03-16,GWD Minden,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/4af9e1cb-3961-11ef-89c0-7fa33ac8682b,285.0,29.0,613.0,0.0,3.0,26.0,10.0,3.0,1.0,5.0,12.0,0.0,28.0,14.0,41.0,20.0,1.0,50.0,13.0,41.0,0.0,0.0,0.0,0.0,195,23.0,33.0,
2023-03-16,SC DHfK Leipzig,Rhein-Neckar Löwen,SC DHfK Leipzig,local,https://www.daikin-hbl.de/en/match/449afa0c-3961-11ef-8ff1-1fafd93a56d6,344.0,37.0,782.0,4.0,3.0,34.0,16.0,1.0,4.0,5.0,13.0,0.0,80.0,19.0,67.0,28.0,1.0,14.0,18.0,97.0,0.0,0.0,0.0,0.0,196,37.0,29.0,1.0
2023-03-16,SC DHfK Leipzig,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/449afa0c-3961-11ef-8ff1-1fafd93a56d6,319.0,29.0,417.0,4.0,8.0,21.0,6.0,1.0,4.0,3.0,13.0,0.0,65.0,10.0,41.0,37.0,1.0,33.0,9.0,39.0,0.0,0.0,0.0,0.0,196,37.0,29.0,
